exp,verb,item,sent,bias,isHigh ,gender,score,score_raw,score_gil,score_mbert
ic_mismatch,affescina,6,la principessa affescina il principe perché è [+female].,86,1,f,,0.015311338,0.1199082122,0.2024262671
ic_mismatch,piace,6,il principe piace alla principessa perché è [+male].,92,1,m,,0.2711991509,0.208466887,0.1793997692
ic_mismatch,piace,6,il principe piace alla principessa perché è [+female].,92,0,f,,0.0460689594,0.183859216,0.2141153634
ic_mismatch,piace,6,la principessa piace al principe perché è [+male].,92,0,m,,0.0244775182,0.1370443697,0.07900376024
ic_mismatch,piace,6,la principessa piace al principe perché è [+female].,92,1,f,,0.4325660279,0.2346906248,0.3633668515
ic_mismatch,diverte,6,il principe diverte la principessa perché è [+male].,89,1,m,,0.1175556481,0.1264365674,0.03411337931
ic_mismatch,diverte,6,il principe diverte la principessa perché è [+female].,89,0,f,,0.2094342522,0.2203315636,0.5280519822
ic_mismatch,diverte,6,la principessa diverte il principe perché è [+male].,89,0,m,,0.1464006389,0.2065369871,0.2289550772
ic_mismatch,diverte,6,la principessa diverte il principe perché è [+female].,89,1,f,,0.1727028899,0.1284808312,0.1844728446
ic_mismatch,crea problemi,6,il principe crea problemi alla principessa perché è [+male].,81,1,m,,0.1877926537,0.1794347118,0.1363093061
ic_mismatch,crea problemi,6,il principe crea problemi alla principessa perché è [+female].,81,0,f,,0.15123781,0.1274311454,0.2995642965
ic_mismatch,crea problemi,6,la principessa crea problemi al principe perché è [+male].,81,0,m,,0.0990145793,0.1406660657,0.07279514242
ic_mismatch,crea problemi,6,la principessa crea problemi al principe perché è [+female].,81,1,f,,0.2941619433,0.1381697073,0.4038050774
ic_mismatch,delude,6,il principe delude la principessa perché è [+male].,71,1,m,,0.0204374427,0.0948551083,0.03047676251
ic_mismatch,delude,6,il principe delude la principessa perché è [+female].,71,0,f,,0.3214582037,0.2968909766,0.6211392764
ic_mismatch,delude,6,la principessa delude il principe perché è [+male].,71,0,m,,0.2286557732,0.2400775822,0.2903800787
ic_mismatch,delude,6,la principessa delude il principe perché è [+female].,71,1,f,,0.1234749085,0.1484511546,0.2079770628
ic_mismatch,spaventa,6,il principe spaventa la principessa perché è [+male].,84,1,m,,0.0247718459,0.1275166217,0.02864764899
ic_mismatch,spaventa,6,il principe spaventa la principessa perché è [+female].,84,0,f,,0.4056754806,0.2188403602,0.6777361345
ic_mismatch,spaventa,6,la principessa spaventa il principe perché è [+male].,84,0,m,,0.4544099458,0.1989521566,0.4877077738
ic_mismatch,spaventa,6,la principessa spaventa il principe perché è [+female].,84,1,f,,0.0302552762,0.1462262799,0.1082142966
ic_mismatch,stupisce,6,il principe stupisce la principessa perché è [+male].,96,1,m,,0.0802069074,0.1617363843,0.03433257807
ic_mismatch,stupisce,6,il principe stupisce la principessa perché è [+female].,96,0,f,,0.2999800346,0.172193862,0.5538553316
ic_mismatch,stupisce,6,la principessa stupisce il principe perché è [+male].,96,0,m,,0.1339123375,0.1607161234,0.2182180277
ic_mismatch,stupisce,6,la principessa stupisce il principe perché è [+female].,96,1,f,,0.2514230348,0.1843408078,0.2407795421
ic_mismatch,infastidisce,6,il principe infastidisce la principessa perché è [+male].,76,1,m,,0.1813438111,0.105523969,0.04308129544
ic_mismatch,infastidisce,6,il principe infastidisce la principessa perché è [+female].,76,0,f,,0.1336498116,0.202329644,0.7091240329
ic_mismatch,infastidisce,6,la principessa infastidisce il principe perché è [+male].,76,0,m,,0.089026093,0.2050596159,0.4719145454
ic_mismatch,infastidisce,6,la principessa infastidisce il principe perché è [+female].,76,1,f,,0.2519449093,0.09733686503,0.1813001415
ic_mismatch,annoia,6,il principe annoia la principessa perché è [+male].,86,1,m,,0.031365667,0.1335836677,0.02624295466
ic_mismatch,annoia,6,il principe annoia la principessa perché è [+female].,86,0,f,,0.286560033,0.2357011372,0.5618941305
ic_mismatch,annoia,6,la principessa annoia il principe perché è [+male].,86,0,m,,0.3908680985,0.325807035,0.3721370243
ic_mismatch,annoia,6,la principessa annoia il principe perché è [+female].,86,1,f,,0.0154661206,0.0484947348,0.08085353393
ic_mismatch,mette in guardia,6,il principe mette in guardia la principessa perché è [+male].,42,1,m,,0.0331280595,0.1370236811,0.02632964955
ic_mismatch,mette in guardia,6,il principe mette in guardia la principessa perché è [+female].,42,0,f,,0.2444667583,0.2511297257,0.7367758743
ic_mismatch,mette in guardia,6,la principessa mette in guardia il principe perché è [+male].,42,0,m,,0.3644940904,0.2525321313,0.5922570585
ic_mismatch,mette in guardia,6,la principessa mette in guardia il principe perché è [+female].,42,1,f,,0,0.1553727428,0.07461307733
ic_mismatch,odia,6,il principe odia la principessa perché è [+male].,29,1,m,,0.0458953101,0.1383132446,0.01878948568
ic_mismatch,odia,6,il principe odia la principessa perché è [+female].,29,0,f,,0.3381369389,0.2335085887,0.5604733917
ic_mismatch,odia,6,la principessa odia il principe perché è [+male].,29,0,m,,0.2831209493,0.2363081607,0.320484219
ic_mismatch,odia,6,la principessa odia il principe perché è [+female].,29,1,f,,0.0610252256,0.1378979939,0.08472738543
ic_mismatch,si fida,6,il principe si fida della principessa perché è [+male].,8,1,m,,0.0628600153,0.1623191684,0.2415568988
ic_mismatch,si fida,6,il principe si fida della principessa perché è [+female].,8,0,f,,0.2340098768,0.1889948221,0.1670713462
ic_mismatch,si fida,6,la principessa si fida del principe perché è [+male].,8,0,m,,0.2086035027,0.1416131095,0.08445726975
ic_mismatch,si fida,6,la principessa si fida del principe perché è [+female].,8,1,f,,0.0690142633,0.1933852509,0.3792864413
ic_mismatch,compatisce,6,il principe compatisce la principessa perché è [+male].,14,1,m,,0,0.02611762611,0.05367973761
ic_mismatch,compatisce,6,il principe compatisce la principessa perché è [+female].,14,0,f,,0.2715935847,0.322749109,0.3548323318
ic_mismatch,compatisce,6,la principessa compatisce il principe perché è [+male].,14,0,m,,0.2462855713,0.2219421826,0.1460256128
ic_mismatch,compatisce,6,la principessa compatisce il principe perché è [+female].,14,1,f,,0.0199721814,0.09343575453,0.2035638782
ic_mismatch,teme,6,il principe teme la principessa perché è [+male].,14,1,m,,0.1006655227,0.1732333768,0.02892605669
ic_mismatch,teme,6,il principe teme la principessa perché è [+female].,14,0,f,,0.296705036,0.2106449027,0.5143691386
ic_mismatch,teme,6,la principessa teme il principe perché è [+male].,14,0,m,,0.3286199928,0.207347706,0.2557958349
ic_mismatch,teme,6,la principessa teme il principe perché è [+female].,14,1,f,,0.1114974101,0.174498965,0.1552850399
ic_mismatch,nota,6,il principe nota la principessa perché è [+male].,7,1,m,,0.0309380754,0.04886993766,0.03401369893
ic_mismatch,nota,6,il principe nota la principessa perché è [+female].,7,0,f,,0.3435153833,0.3232277122,0.5632557197
ic_mismatch,nota,6,la principessa nota il principe perché è [+male].,7,0,m,,0.2954953695,0.2428582888,0.3822987499
ic_mismatch,nota,6,la principessa nota il principe perché è [+female].,7,1,f,,0.0625408499,0.1213253601,0.1054130285
ic_mismatch,stima,6,il principe stima la principessa perché è [+male].,8,1,m,,0.0029092836,0.09169267537,0.02534877614
ic_mismatch,stima,6,il principe stima la principessa perché è [+female].,8,0,f,,0.4813624583,0.2807308459,0.567032257
ic_mismatch,stima,6,la principessa stima il principe perché è [+male].,8,0,m,,0.3257098645,0.251575503,0.3656142928
ic_mismatch,stima,6,la principessa stima il principe perché è [+female].,8,1,f,,0.0237984355,0.1180650815,0.09369581088
ic_mismatch,rispetta,6,il principe rispetta la principessa perché è [+male].,13,1,m,,0.0296285606,0.1571877948,0.05637600785
ic_mismatch,rispetta,6,il principe rispetta la principessa perché è [+female].,13,0,f,,0.2705493197,0.2518107325,0.4979711424
ic_mismatch,rispetta,6,la principessa rispetta il principe perché è [+male].,13,0,m,,0.2947257864,0.2078933599,0.2413252945
ic_mismatch,rispetta,6,la principessa rispetta il principe perché è [+female].,13,1,f,,0.0256851134,0.1942920354,0.220226319
ic_mismatch,ricorda,6,il principe ricorda la principessa perché è [+male].,8,1,m,,0.0373935136,0.1213289239,0.04039402155
ic_mismatch,ricorda,6,il principe ricorda la principessa perché è [+female].,8,0,f,,0.3320581745,0.3439918349,0.5570714297
ic_mismatch,ricorda,6,la principessa ricorda il principe perché è [+male].,8,0,m,,0.2747911587,0.2748804907,0.3117869818
ic_mismatch,ricorda,6,la principessa ricorda il principe perché è [+female].,8,1,f,,0.065718336,0.1729046321,0.1595284462
ic_mismatch,detesta,6,il principe detesta la principessa perché è [+male].,11,1,m,,0.0193325388,0.1098748767,0.06533519295
ic_mismatch,detesta,6,il principe detesta la principessa perché è [+female].,11,0,f,,0.3305927059,0.2564885425,0.4545558812
ic_mismatch,detesta,6,la principessa detesta il principe perché è [+male].,11,0,m,,0.2840958405,0.2736359169,0.2727290374
ic_mismatch,detesta,6,la principessa detesta il principe perché è [+female].,11,1,f,,0.0409259787,0.1245481456,0.1797980876
ic_mismatch,invidia,6,il principe invidia la principessa perché è [+male].,25,1,m,,0,0.08802873921,0.03586526006
ic_mismatch,invidia,6,il principe invidia la principessa perché è [+female].,25,0,f,,0.4693885664,0.2971600448,0.5205211099
ic_mismatch,invidia,6,la principessa invidia il principe perché è [+male].,25,0,m,,0.3245416628,0.2744568107,0.2961214113
ic_mismatch,invidia,6,la principessa invidia il principe perché è [+female].,25,1,f,,0.0384608749,0.1120287748,0.1177783529
ic_mismatch,accompagna in macchina,7,il cameriere accompagna in macchina la cameriera perché è [+male].,35,1,m,,0.0801776689,0.105938179,0.08307812363
ic_mismatch,accompagna in macchina,7,il cameriere accompagna in macchina la cameriera perché è [+female].,35,0,f,,0.3696324113,0.2310455274,0.4191627257
ic_mismatch,accompagna in macchina,7,la cameriera accompagna in macchina il cameriere perché è [+male].,35,0,m,,0.5708288315,0.2897802591,0.2658136905
ic_mismatch,accompagna in macchina,7,la cameriera accompagna in macchina il cameriere perché è [+female].,35,1,f,,0.0164798948,0.08806536859,0.1564216961
ic_mismatch,da spintone,7,il cameriere da spintone alla cameriera perché è [+male].,64,1,m,,0.2061116155,0.1950589935,0.3569160993
ic_mismatch,da spintone,7,il cameriere da spintone alla cameriera perché è [+female].,64,0,f,,0.1819869755,0.1027295045,0.01598564768
ic_mismatch,da spintone,7,la cameriera da spintone al cameriere perché è [+male].,64,0,m,,0.340875173,0.1436060574,0.02370627853
ic_mismatch,da spintone,7,la cameriera da spintone al cameriere perché è [+female].,64,1,f,,0.0978848296,0.1421192959,0.2890389886
ic_mismatch,pettina,7,il cameriere pettina la cameriera perché è [+male].,43.75,1,m,,0.0746871214,0.07850454841,0.1361532637
ic_mismatch,pettina,7,il cameriere pettina la cameriera perché è [+female].,43.75,0,f,,0.3056708579,0.2355942233,0.2290295359
ic_mismatch,pettina,7,la cameriera pettina il cameriere perché è [+male].,43.75,0,m,,0.5801955736,0.2708111182,0.1756530175
ic_mismatch,pettina,7,la cameriera pettina il cameriere perché è [+female].,43.75,1,f,,0.0094453422,0.07594473427,0.1414246181
ic_mismatch,abbraccia,7,il cameriere abbraccia la cameriera perché è [+male].,44,1,m,,0.0846952456,0.03671909682,0.168024404
ic_mismatch,abbraccia,7,il cameriere abbraccia la cameriera perché è [+female].,44,0,f,,0.2153778248,0.2518540299,0.1790203454
ic_mismatch,abbraccia,7,la cameriera abbraccia il cameriere perché è [+male].,44,0,m,,0.3647155119,0.2132388691,0.1127742303
ic_mismatch,abbraccia,7,la cameriera abbraccia il cameriere perché è [+female].,44,1,f,,0.0209390526,0.05707855802,0.2127744497
ic_mismatch,schiaffeggia,7,il cameriere schiaffeggia la cameriera perché è [+male].,71,1,m,,0.1031021061,0.1089449967,0.1133950242
ic_mismatch,schiaffeggia,7,il cameriere schiaffeggia la cameriera perché è [+female].,71,0,f,,0.291495854,0.1741743651,0.2946445129
ic_mismatch,schiaffeggia,7,la cameriera schiaffeggia il cameriere perché è [+male].,71,0,m,,0.7001957253,0.2260162206,0.165920051
ic_mismatch,schiaffeggia,7,la cameriera schiaffeggia il cameriere perché è [+female].,71,1,f,,0.0066538351,0.07811117498,0.2138288262
ic_mismatch,balla con,7,il cameriere balla con la cameriera perché è [+male].,41.25,1,m,,0.1496886257,0.1138869673,0.3132707423
ic_mismatch,balla con,7,il cameriere balla con la cameriera perché è [+female].,41.25,0,f,,0.2064167792,0.1589477062,0.06876076676
ic_mismatch,balla con,7,la cameriera balla con il cameriere perché è [+male].,41.25,0,m,,0.3670939221,0.1487020412,0.05929966667
ic_mismatch,balla con,7,la cameriera balla con il cameriere perché è [+female].,41.25,1,f,,0.0840803096,0.121063841,0.361846911
ic_mismatch,bacia,7,il cameriere bacia la cameriera perché è [+male].,35,1,m,,0.1316237636,0.05868363567,0.1137081775
ic_mismatch,bacia,7,il cameriere bacia la cameriera perché è [+female].,35,0,f,,0.2077784799,0.2381936768,0.3349950291
ic_mismatch,bacia,7,la cameriera bacia il cameriere perché è [+male].,35,0,m,,0.4674288437,0.190557654,0.1402545775
ic_mismatch,bacia,7,la cameriera bacia il cameriere perché è [+female].,35,1,f,,0.040762546,0.09215220995,0.2716389396
ic_mismatch,trattiene,7,il cameriere trattiene la cameriera perché è [+male].,37.5,1,m,,0.0138345975,0.1268555834,0.2137076084
ic_mismatch,trattiene,7,il cameriere trattiene la cameriera perché è [+female].,37.5,0,f,,0.3683728818,0.16460852,0.09167967737
ic_mismatch,trattiene,7,la cameriera trattiene il cameriere perché è [+male].,37.5,0,m,,0.5250537139,0.2416203264,0.1265740246
ic_mismatch,trattiene,7,la cameriera trattiene il cameriere perché è [+female].,37.5,1,f,,0,0.07270117477,0.1761795194
ic_mismatch,telefona,7,il cameriere telefona alla cameriera perché è [+male].,20,1,m,,0.2286913912,0.267428644,0.3413177356
ic_mismatch,telefona,7,il cameriere telefona alla cameriera perché è [+female].,20,0,f,,0.2007754031,0.1605908428,0.04463421134
ic_mismatch,telefona,7,la cameriera telefona al cameriere perché è [+male].,20,0,m,,0.4381207619,0.3061771076,0.06262724451
ic_mismatch,telefona,7,la cameriera telefona al cameriere perché è [+female].,20,1,f,,0.0933721513,0.1208472927,0.2675739262
ic_mismatch,fa solletico,7,il cameriere fa solletico alla cameriera perché è [+male].,73.75,1,m,,0.2230545692,0.1355674937,0.14822389
ic_mismatch,fa solletico,7,il cameriere fa solletico alla cameriera perché è [+female].,73.75,0,f,,0.1349081174,0.1524601958,0.217139408
ic_mismatch,fa solletico,7,la cameriera fa solletico al cameriere perché è [+male].,73.75,0,m,,0.4566761912,0.1794835192,0.1198760946
ic_mismatch,fa solletico,7,la cameriera fa solletico al cameriere perché è [+female].,73.75,1,f,,0.0297165508,0.1065585949,0.2457031605
ic_mismatch,lusinga,7,il cameriere lusinga la cameriera perché è [+male].,40,1,m,,0.0710417419,0.0478168726,0.1461558606
ic_mismatch,lusinga,7,il cameriere lusinga la cameriera perché è [+female].,40,0,f,,0.2913744417,0.182032808,0.1702744632
ic_mismatch,lusinga,7,la cameriera lusinga il cameriere perché è [+male].,40,0,m,,0.5089897523,0.1488297367,0.209150761
ic_mismatch,lusinga,7,la cameriera lusinga il cameriere perché è [+female].,40,1,f,,0.0177958296,0.09669173835,0.1023362617
ic_mismatch,disobbedisce,7,il cameriere disobbedisce alla cameriera perché è [+male].,72,1,m,,0.3220493114,0.1714410069,0.3490078303
ic_mismatch,disobbedisce,7,il cameriere disobbedisce alla cameriera perché è [+female].,72,0,f,,0.1096427999,0.1330357087,0.1038250041
ic_mismatch,disobbedisce,7,la cameriera disobbedisce al cameriere perché è [+male].,72,0,m,,0.3068652889,0.154266411,0.06024494069
ic_mismatch,disobbedisce,7,la cameriera disobbedisce al cameriere perché è [+female].,72,1,f,,0.142422006,0.1289417709,0.4312047801
ic_mismatch,aiuta,7,il cameriere aiuta la cameriera perché è [+male].,52,1,m,,0.0491308253,0.06064668577,0.2473789586
ic_mismatch,aiuta,7,il cameriere aiuta la cameriera perché è [+female].,52,0,f,,0.4046436222,0.1990656829,0.09441721509
ic_mismatch,aiuta,7,la cameriera aiuta il cameriere perché è [+male].,52,0,m,,0.560240211,0.2611036464,0.1049830627
ic_mismatch,aiuta,7,la cameriera aiuta il cameriere perché è [+female].,52,1,f,,0.010918125,0.0468221847,0.2219503568
ic_mismatch,imbroglia,7,il cameriere imbroglia la cameriera perché è [+male].,80,1,m,,0.1084665046,0.1459291158,0.1021421982
ic_mismatch,imbroglia,7,il cameriere imbroglia la cameriera perché è [+female].,80,0,f,,0.2715816754,0.2726679579,0.2527854099
ic_mismatch,imbroglia,7,la cameriera imbroglia il cameriere perché è [+male].,80,0,m,,0.5460375014,0.3039415185,0.1164928118
ic_mismatch,imbroglia,7,la cameriera imbroglia il cameriere perché è [+female].,80,1,f,,0.0206705732,0.09551823465,0.2088458285
ic_mismatch,inganna,7,il cameriere inganna la cameriera perché è [+male].,79,1,m,,0.2367447177,0.1368574081,0.08278519812
ic_mismatch,inganna,7,il cameriere inganna la cameriera perché è [+female].,79,0,f,,0.185209211,0.1928930841,0.3505086771
ic_mismatch,inganna,7,la cameriera inganna il cameriere perché è [+male].,79,0,m,,0.5004526097,0.2365725432,0.1872467279
ic_mismatch,inganna,7,la cameriera inganna il cameriere perché è [+female].,79,1,f,,0.0343473353,0.08553220192,0.1973780765
ic_mismatch,tradisce,7,il cameriere tradisce la cameriera perché è [+male].,79,1,m,,0.2404663335,0.1662352523,0.06711454631
ic_mismatch,tradisce,7,il cameriere tradisce la cameriera perché è [+female].,79,0,f,,0.2587179109,0.1991858594,0.421028211
ic_mismatch,tradisce,7,la cameriera tradisce il cameriere perché è [+male].,79,0,m,,0.4796403022,0.272434161,0.2160289205
ic_mismatch,tradisce,7,la cameriera tradisce il cameriere perché è [+female].,79,1,f,,0.0776091847,0.09756665956,0.2010027281
ic_mismatch,sorprende,7,il cameriere sorprende la cameriera perché è [+male].,86,1,m,,0.141955866,0.09784161346,0.1751643025
ic_mismatch,sorprende,7,il cameriere sorprende la cameriera perché è [+female].,86,0,f,,0.2990367902,0.2029944095,0.2973320361
ic_mismatch,sorprende,7,la cameriera sorprende il cameriere perché è [+male].,86,0,m,,0.6644958355,0.2684630114,0.1686276551
ic_mismatch,sorprende,7,la cameriera sorprende il cameriere perché è [+female].,86,1,f,,0.0105506808,0.05843476299,0.2959700734
ic_mismatch,salva,7,il cameriere salva la cameriera perché è [+male].,66,1,m,,0.1075279892,0.0661022272,0.105777968
ic_mismatch,salva,7,il cameriere salva la cameriera perché è [+female].,66,0,f,,0.5453915729,0.2238255553,0.5504262398
ic_mismatch,salva,7,la cameriera salva il cameriere perché è [+male].,66,0,m,,0.7607280279,0.2411637055,0.4653228183
ic_mismatch,salva,7,la cameriera salva il cameriere perché è [+female].,66,1,f,,0.0120487607,0.05582309933,0.1415405578
ic_mismatch,incoraggia,7,il cameriere incoraggia la cameriera perché è [+male].,45,1,m,,0.0168907214,0.04864571244,0.1108007887
ic_mismatch,incoraggia,7,il cameriere incoraggia la cameriera perché è [+female].,45,0,f,,0.2924614544,0.1334239808,0.2528138553
ic_mismatch,incoraggia,7,la cameriera incoraggia il cameriere perché è [+male].,45,0,m,,0.3395782989,0.2380274208,0.06688435283
ic_mismatch,incoraggia,7,la cameriera incoraggia il cameriere perché è [+female].,45,1,f,,0,0.01938873017,0.3178621345
ic_mismatch,fa male,7,il cameriere fa male alla cameriera perché è [+male].,88,1,m,,0.2762995057,0.1444717515,0.2594727444
ic_mismatch,fa male,7,il cameriere fa male alla cameriera perché è [+female].,88,0,f,,0.3380765456,0.189998378,0.1426085216
ic_mismatch,fa male,7,la cameriera fa male al cameriere perché è [+male].,88,0,m,,0.5116448817,0.1753835124,0.07042267465
ic_mismatch,fa male,7,la cameriera fa male al cameriere perché è [+female].,88,1,f,,0.1399986031,0.1497373465,0.2935194139
ic_mismatch,affescina,7,il cameriere affescina la cameriera perché è [+male].,86,1,m,,0.0387789807,0.08316923957,0.1328902587
ic_mismatch,affescina,7,il cameriere affescina la cameriera perché è [+female].,86,0,f,,0.3805842912,0.1772457133,0.2891678227
ic_mismatch,affescina,7,la cameriera affescina il cameriere perché è [+male].,86,0,m,,0.5778349824,0.2720517395,0.169824116
ic_mismatch,affescina,7,la cameriera affescina il cameriere perché è [+female].,86,1,f,,0.0107999993,0.02897536661,0.2319637784
ic_mismatch,piace,7,il cameriere piace alla cameriera perché è [+male].,92,1,m,,0.2277477118,0.1270950539,0.3269108082
ic_mismatch,piace,7,il cameriere piace alla cameriera perché è [+female].,92,0,f,,0.0807927237,0.1688068449,0.04886444542
ic_mismatch,piace,7,la cameriera piace al cameriere perché è [+male].,92,0,m,,0.2158463052,0.1301053991,0.00911901379
ic_mismatch,piace,7,la cameriera piace al cameriere perché è [+female].,92,1,f,,0.1450341572,0.1794927013,0.4913713296
ic_mismatch,diverte,7,il cameriere diverte la cameriera perché è [+male].,89,1,m,,0.0520300046,0.1157492786,0.08745420771
ic_mismatch,diverte,7,il cameriere diverte la cameriera perché è [+female].,89,0,f,,0.2780918749,0.2283493662,0.3199619883
ic_mismatch,diverte,7,la cameriera diverte il cameriere perché è [+male].,89,0,m,,0.4037650083,0.3270902983,0.2190418382
ic_mismatch,diverte,7,la cameriera diverte il cameriere perché è [+female].,89,1,f,,0.026081318,0.07496450655,0.1345111784
ic_mismatch,crea problemi,7,il cameriere crea problemi alla cameriera perché è [+male].,81,1,m,,0.2343658642,0.1443070271,0.2624767567
ic_mismatch,crea problemi,7,il cameriere crea problemi alla cameriera perché è [+female].,81,0,f,,0.1955175898,0.132417259,0.08692555397
ic_mismatch,crea problemi,7,la cameriera crea problemi al cameriere perché è [+male].,81,0,m,,0.5430130945,0.1619399623,0.09093781468
ic_mismatch,crea problemi,7,la cameriera crea problemi al cameriere perché è [+female].,81,1,f,,0.0373452499,0.1215219561,0.2775628651
ic_mismatch,delude,7,il cameriere delude la cameriera perché è [+male].,71,1,m,,0.1055859663,0.1248211795,0.06588896271
ic_mismatch,delude,7,il cameriere delude la cameriera perché è [+female].,71,0,f,,0.3046569764,0.1930130376,0.4306015908
ic_mismatch,delude,7,la cameriera delude il cameriere perché è [+male].,71,0,m,,0.5314547312,0.2978610597,0.3396643335
ic_mismatch,delude,7,la cameriera delude il cameriere perché è [+female].,71,1,f,,0.0377915539,0.04905929067,0.09835033759
ic_mismatch,spaventa,7,il cameriere spaventa la cameriera perché è [+male].,84,1,m,,0.1115665771,0.1393433297,0.07247022341
ic_mismatch,spaventa,7,il cameriere spaventa la cameriera perché è [+female].,84,0,f,,0.3963547163,0.1834898626,0.3680521199
ic_mismatch,spaventa,7,la cameriera spaventa il cameriere perché è [+male].,84,0,m,,0.7360605802,0.2631070297,0.3674060596
ic_mismatch,spaventa,7,la cameriera spaventa il cameriere perché è [+female].,84,1,f,,0.0090711953,0.06526680104,0.03985659441
ic_mismatch,stupisce,7,il cameriere stupisce la cameriera perché è [+male].,96,1,m,,0.1861425131,0.08739713067,0.1353738679
ic_mismatch,stupisce,7,il cameriere stupisce la cameriera perché è [+female].,96,0,f,,0.2853613817,0.1512159151,0.2285549816
ic_mismatch,stupisce,7,la cameriera stupisce il cameriere perché è [+male].,96,0,m,,0.5372173244,0.2065045084,0.1547385034
ic_mismatch,stupisce,7,la cameriera stupisce il cameriere perché è [+female].,96,1,f,,0.0423884338,0.07871440193,0.2034837967
ic_mismatch,infastidisce,7,il cameriere infastidisce la cameriera perché è [+male].,76,1,m,,0.2917104801,0.09369248804,0.07704263297
ic_mismatch,infastidisce,7,il cameriere infastidisce la cameriera perché è [+female].,76,0,f,,0.1741222804,0.2134696059,0.5510263657
ic_mismatch,infastidisce,7,la cameriera infastidisce il cameriere perché è [+male].,76,0,m,,0.6726394671,0.256489635,0.3613252495
ic_mismatch,infastidisce,7,la cameriera infastidisce il cameriere perché è [+female].,76,1,f,,0.0155887229,0.06431567227,0.1799445801
ic_mismatch,annoia,7,il cameriere annoia la cameriera perché è [+male].,86,1,m,,0.148796692,0.1703667599,0.07359816006
ic_mismatch,annoia,7,il cameriere annoia la cameriera perché è [+female].,86,0,f,,0.2297102222,0.2026978461,0.3273355964
ic_mismatch,annoia,7,la cameriera annoia il cameriere perché è [+male].,86,0,m,,0.5996942555,0.4226757088,0.1636518541
ic_mismatch,annoia,7,la cameriera annoia il cameriere perché è [+female].,86,1,f,,0.0138498624,0.01763471076,0.1831953202
ic_mismatch,mette in guardia,7,il cameriere mette in guardia la cameriera perché è [+male].,42,1,m,,0.0514958818,0.1433067028,0.04714108852
ic_mismatch,mette in guardia,7,il cameriere mette in guardia la cameriera perché è [+female].,42,0,f,,0.2440742482,0.2065578508,0.5851309669
ic_mismatch,mette in guardia,7,la cameriera mette in guardia il cameriere perché è [+male].,42,0,m,,0.4977104589,0.250013429,0.5488073805
ic_mismatch,mette in guardia,7,la cameriera mette in guardia il cameriere perché è [+female].,42,1,f,,0,0.1144753946,0.05167507171
ic_mismatch,odia,7,il cameriere odia la cameriera perché è [+male].,29,1,m,,0.0265626656,0.09645919967,0.06607054244
ic_mismatch,odia,7,il cameriere odia la cameriera perché è [+female].,29,0,f,,0.3577001696,0.2443384519,0.3473271354
ic_mismatch,odia,7,la cameriera odia il cameriere perché è [+male].,29,0,m,,0.4846839684,0.2950987779,0.1372548768
ic_mismatch,odia,7,la cameriera odia il cameriere perché è [+female].,29,1,f,,0.0151875671,0.07033605361,0.2038368838
ic_mismatch,si fida,7,il cameriere si fida della cameriera perché è [+male].,8,1,m,,0.0444431598,0.1222003293,0.2298820805
ic_mismatch,si fida,7,il cameriere si fida della cameriera perché è [+female].,8,0,f,,0.2407868411,0.1302400357,0.1616618457
ic_mismatch,si fida,7,la cameriera si fida del cameriere perché è [+male].,8,0,m,,0.3068918595,0.1489375294,0.0183545074
ic_mismatch,si fida,7,la cameriera si fida del cameriere perché è [+female].,8,1,f,,0.0404588296,0.1309728133,0.4566574941
ic_mismatch,compatisce,7,il cameriere compatisce la cameriera perché è [+male].,14,1,m,,0.0340493266,0.05836446397,0.1839015313
ic_mismatch,compatisce,7,il cameriere compatisce la cameriera perché è [+female].,14,0,f,,0.2667069333,0.2724979501,0.06905046874
ic_mismatch,compatisce,7,la cameriera compatisce il cameriere perché è [+male].,14,0,m,,0.4845845411,0.3352795709,0.03666184796
ic_mismatch,compatisce,7,la cameriera compatisce il cameriere perché è [+female].,14,1,f,,0.0108798356,0.009564177133,0.2443901044
ic_mismatch,teme,7,il cameriere teme la cameriera perché è [+male].,14,1,m,,0.1784729557,0.1615518169,0.1308032079
ic_mismatch,teme,7,il cameriere teme la cameriera perché è [+female].,14,0,f,,0.2118386449,0.1771583755,0.183977869
ic_mismatch,teme,7,la cameriera teme il cameriere perché è [+male].,14,0,m,,0.4869935629,0.2461161749,0.1219911471
ic_mismatch,teme,7,la cameriera teme il cameriere perché è [+female].,14,1,f,,0.0321973488,0.1199094837,0.1851444603
ic_mismatch,nota,7,il cameriere nota la cameriera perché è [+male].,7,1,m,,0.0399832507,0.1004598169,0.04687043733
ic_mismatch,nota,7,il cameriere nota la cameriera perché è [+female].,7,0,f,,0.4119285974,0.1789650549,0.3624574684
ic_mismatch,nota,7,la cameriera nota il cameriere perché è [+male].,7,0,m,,0.5598902619,0.3064206797,0.2937504586
ic_mismatch,nota,7,la cameriera nota il cameriere perché è [+female].,7,1,f,,0.0111651644,0.02313589677,0.04995798785
ic_mismatch,stima,7,il cameriere stima la cameriera perché è [+male].,8,1,m,,0.0105706705,0.03933849791,0.04644979676
ic_mismatch,stima,7,il cameriere stima la cameriera perché è [+female].,8,0,f,,0.4459744962,0.2338710288,0.31622812
ic_mismatch,stima,7,la cameriera stima il cameriere perché è [+male].,8,0,m,,0.3887796174,0.291732383,0.2696781297
ic_mismatch,stima,7,la cameriera stima il cameriere perché è [+female].,8,1,f,,0.0085331853,0.04191591544,0.04908223008
