exp,verb,item,sent,bias,isHigh ,gender,tf_because_surp,gpt_because_surp,LSTM_avg_because_surp,bert_because_score,tf_result_surp,gpt_result_surp,LSTM_avg_result_surp,bert_result_score,tf_period_surp,gpt_period_surp,LSTM_avg_period_surp,bert_period_score
ic_mismatch,complemented,7,The waitress complemented the waiter because she,-56,1,f,5.410292149,3.659503222,3.173043556,0.1614021808,6.989343166,4.878740788,5.196196795,0.09725292027,11.36475372,4.67382431,4.98232357,0.09423838556
ic_mismatch,complimented,7,The waiter complimented the waitress because he,-47,1,m,2.69039011,3.08377099,2.36045434,0.1331022233,3.949978828,4.784023285,4.461316109,0.1337088048,9.546479225,4.587680817,3.862476645,0.1462032944
ic_mismatch,complimented,7,The waiter complimented the waitress because she,-47,0,f,3.914387703,0.9269034863,3.225614681,0.4387310445,6.616232395,3.044342995,5.533215933,0.1711711735,11.54631805,4.333408833,4.990259876,0.1465878636
ic_mismatch,complimented,7,The waitress complimented the waiter because he,-47,0,m,3.13081646,0.9350114465,2.337975607,0.3551999927,4.484585762,3.55789876,4.426606197,0.1674904525,9.493110657,4.65573597,3.882895288,0.1662110239
ic_mismatch,complimented,7,The waitress complimented the waiter because she,-47,1,f,4.625258923,3.539233446,3.154767027,0.1443071812,6.373634338,4.534276485,5.413442993,0.09109534323,11.29427147,4.532883644,4.859620047,0.08233301342
ic_mismatch,concerned,7,The waiter concerned the waitress because he,81,1,m,2.918967962,2.225272179,2.372482867,0.2397618443,4.213114738,4.446676254,4.446009207,0.1888725609,9.37279129,4.517902374,4.042318439,0.2197186351
ic_mismatch,concerned,7,The waiter concerned the waitress because she,81,0,f,3.855282784,1.908646584,3.183202324,0.2661581337,6.351678371,4.160737991,5.483677216,0.1844922304,11.38933659,4.981673717,5.022416582,0.1553896964
ic_mismatch,concerned,7,The waitress concerned the waiter because he,81,0,m,3.227309704,1.735792637,2.347816606,0.2996512055,4.825490952,4.012057304,4.405243473,0.193715483,9.322216034,5.217237949,4.077772293,0.2331217229
ic_mismatch,concerned,7,The waitress concerned the waiter because she,81,1,f,4.650163651,2.173309565,3.021240101,0.1965569109,6.904829025,4.360373974,5.272993937,0.1384637356,11.01884842,4.449364662,4.823324995,0.1171114594
ic_mismatch,condemned,7,The waiter condemned the waitress because he,-63,1,m,2.802834749,3.088393688,2.322794952,0.2010150701,4.310824394,4.70834446,4.292799959,0.1895688772,9.509388924,4.099228382,4.039576263,0.2619305849
ic_mismatch,condemned,7,The waiter condemned the waitress because she,-63,0,f,3.302799225,0.7151457071,3.302095928,0.4000728428,6.587718487,3.313540697,5.462383289,0.2167245746,11.47518921,4.720389366,5.173741913,0.2270903289
ic_mismatch,condemned,7,The waitress condemned the waiter because he,-63,0,m,2.654431343,0.8037825823,2.313923731,0.4357121885,4.699420929,3.786356211,4.290551891,0.2384135127,9.498329163,4.914140701,4.072305546,0.2994535267
ic_mismatch,condemned,7,The waitress condemned the waiter because she,-63,1,f,4.319978714,3.152105331,3.182575865,0.1599565148,6.39295435,4.824010372,5.321216888,0.1285146326,11.26780701,4.129196644,5.013635864,0.1335986108
ic_mismatch,confessed to,7,The waiter confessed to the waitress because he,74,1,m,2.264708281,1.215886235,1.989933009,0.284286201,4.545254707,4.750986099,4.04387167,0.2014096826,9.559855461,4.209199905,3.717606983,0.2181304991
ic_mismatch,confessed to,7,The waiter confessed to the waitress because she,74,0,f,3.700434446,2.591175079,3.128164186,0.1730754375,5.981772423,3.224755287,5.356746283,0.1380007565,11.50468826,5.086527824,5.002261629,0.1303374618
ic_mismatch,confessed to,7,The waitress confessed to the waiter because he,74,0,m,2.78979969,2.636276245,2.065855217,0.2612698972,4.630935669,3.891433477,4.07209013,0.2078471631,9.543806076,5.021547794,3.81591815,0.2034269422
ic_mismatch,confessed to,7,The waitress confessed to the waiter because she,74,1,f,3.471036673,1.011611342,2.883891811,0.1774934083,5.359460831,4.593287945,5.05412755,0.1171367988,11.24556732,4.038642406,4.735507355,0.09741058946
ic_mismatch,confided in,7,The waiter confided in the waitress because he,5,1,m,2.243515253,1.568467021,2.134624176,0.2449718714,4.410935879,5.018884659,4.502637825,0.1535087675,9.832110405,4.390377045,3.714440775,0.1758852601
ic_mismatch,confided in,7,The waiter confided in the waitress because she,5,0,f,4.144366264,1.992788076,3.362277517,0.2186063826,6.151276112,3.015840054,5.846523066,0.1744468361,11.7659235,4.878268719,5.038474264,0.1332828104
ic_mismatch,confided in,7,The waitress confided in the waiter because he,5,0,m,2.650072575,2.713659525,2.261506944,0.2195230722,4.587461948,3.690454006,4.57149292,0.1868353188,9.765731812,4.762132168,3.830147924,0.1729205251
ic_mismatch,confided in,7,The waitress confided in the waiter because she,5,1,f,3.841727734,1.030250549,2.997967186,0.1879595518,6.188286781,4.579432487,5.450554209,0.1053723097,11.41232395,4.131373882,4.64784749,0.09431152046
ic_mismatch,confounded,7,The waiter confounded the waitress because he,36,1,m,3.181803226,2.024898052,2.34922164,0.2414978147,5.580290318,4.666913509,4.064543695,0.172532022,9.803830147,3.682729959,4.081876631,0.2133107185
ic_mismatch,confounded,7,The waiter confounded the waitress because she,36,0,f,4.176618099,1.981203556,3.182139115,0.2612955272,7.273562431,3.331640244,5.14142992,0.1996130198,11.78061771,4.724165916,5.054174862,0.160657078
ic_mismatch,confounded,7,The waitress confounded the waiter because he,36,0,m,3.204238176,1.9271878,2.3108849,0.3337121308,5.664000034,3.779610395,4.046620646,0.2304653823,9.702806473,4.527176857,4.107604933,0.2213258445
ic_mismatch,confounded,7,The waitress confounded the waiter because she,36,1,f,4.358305454,1.776532412,3.092599669,0.1808832884,7.169097424,4.546099186,5.019652338,0.1128255054,11.52912235,3.53509593,4.929696112,0.110477604
ic_mismatch,confused,7,The waiter confused the waitress because he,60,1,m,3.466831446,2.282595873,2.367984204,0.1822936833,4.879220009,4.454301834,4.194172897,0.1321919113,9.676241875,4.039134026,4.132673187,0.1807703972
ic_mismatch,confused,7,The waiter confused the waitress because she,60,0,f,3.946833611,2.1739223,3.181045246,0.2006407082,5.863519669,3.561515093,5.239049654,0.1916370392,11.61947918,4.662952423,5.099005947,0.1332020164
ic_mismatch,confused,7,The waitress confused the waiter because he,60,0,m,3.319557905,2.215804577,2.353077016,0.2175875902,5.24929142,4.122293472,4.193206692,0.1887954921,9.611798286,4.811153889,4.18009325,0.1798604727
ic_mismatch,confused,7,The waitress confused the waiter because she,60,1,f,4.400232315,2.135463715,3.070043173,0.1518838257,6.624508381,4.281540394,5.128289003,0.1057005525,11.41124344,3.836206436,4.961993761,0.1022695452
ic_mismatch,congratulated,7,The waiter congratulated the waitress because he,-94,1,m,2.2264781,2.892221689,2.281308155,0.1076941341,4.337428093,4.876320839,4.305091763,0.1495455503,9.652173996,4.563046455,4.066127529,0.1553427726
ic_mismatch,congratulated,7,The waiter congratulated the waitress because she,-94,0,f,4.05227375,1.209312201,3.254810829,0.4301996827,6.582159042,3.25569272,5.434279823,0.1791909486,11.59644985,4.293114662,5.156143351,0.1639447659
ic_mismatch,congratulated,7,The waitress congratulated the waiter because he,-94,0,m,2.265632391,1.240586042,2.242911534,0.3971424103,4.771804333,3.729841948,4.253926153,0.2075211257,9.579865456,4.495443344,4.074185352,0.1918307394
ic_mismatch,congratulated,7,The waitress congratulated the waiter because she,-94,1,f,4.377776146,3.07917285,3.125011911,0.1209117696,6.486974239,4.659188271,5.27318882,0.0966598317,11.39004803,4.560981274,4.964109507,0.0847332105
ic_mismatch,consulted,7,The waiter consulted the waitress because he,13,1,m,3.022313118,1.869050503,2.317026615,0.1529958099,4.974287033,5.100251198,4.349489508,0.1709579974,9.605927467,4.702935219,4.112116652,0.1512744427
ic_mismatch,consulted,7,The waiter consulted the waitress because she,13,0,f,4.078453064,2.669285774,3.236385584,0.2564683855,5.869439125,4.17034483,5.437080574,0.1894840896,11.52509308,4.647728443,5.1067274,0.14958556
ic_mismatch,consulted,7,The waitress consulted the waiter because he,13,0,m,3.146770716,3.195281506,2.297879992,0.2376657575,5.252028465,4.477173328,4.316594276,0.1856761575,9.548859596,4.976338387,4.142637901,0.1750949025
ic_mismatch,consulted,7,The waitress consulted the waiter because she,13,1,f,4.291857243,1.275563002,3.061193266,0.1241502762,6.171778202,4.653762341,5.229240217,0.1287170649,11.32636166,4.133396626,4.889006567,0.09949684143
ic_mismatch,corrected,7,The waiter corrected the waitress because he,-74,1,m,3.084051371,2.871544361,2.377071295,0.1741222441,4.847419262,5.02148056,4.274706974,0.1620703489,9.544525146,4.987467766,4.28026042,0.1756753474
ic_mismatch,corrected,7,The waiter corrected the waitress because she,-74,0,f,3.245849848,1.746164322,3.301991053,0.3118035793,6.191752434,4.291296482,5.397057199,0.1846899986,11.48765945,5.148405075,5.336217365,0.1495464295
ic_mismatch,corrected,7,The waitress corrected the waiter because he,-74,0,m,3.109828472,1.805454254,2.413352089,0.2927267849,5.360601902,4.21096611,4.290292921,0.1926252842,9.43063736,5.205083847,4.3221947,0.200311482
ic_mismatch,corrected,7,The waitress corrected the waiter because she,-74,1,f,4.164376736,2.542267799,3.165414033,0.1660647094,6.928576946,4.948611736,5.205679731,0.117309317,11.21099472,4.82169342,5.135076904,0.1064279005
ic_mismatch,corrupted,7,The waiter corrupted the waitress because he,38,1,m,3.089706421,1.634472132,2.409686055,0.20118168,5.014459133,5.132180214,4.119506865,0.138412714,9.527290344,4.720629215,4.162853794,0.2635882795
ic_mismatch,corrupted,7,The waiter corrupted the waitress because she,38,0,f,3.682098627,2.257548809,3.156029372,0.2680045664,6.59331274,4.402447224,5.121560259,0.1540011913,11.47274971,5.838641167,5.094480543,0.2201045901
ic_mismatch,corrupted,7,The waitress corrupted the waiter because he,38,0,m,3.271900415,1.896838307,2.407163658,0.2921141386,5.27534771,4.576963425,4.129383755,0.162516728,9.517597198,5.154976845,4.193597698,0.2831664681
ic_mismatch,corrupted,7,The waitress corrupted the waiter because she,38,1,f,4.324551105,1.535158753,3.117563295,0.1450831443,6.904593468,5.375275135,5.070246458,0.1012017205,11.21815777,4.346966267,4.996162348,0.1428876668
ic_mismatch,counseled,7,The waiter counseled the waitress because he,-67,1,m,2.614614964,2.48225975,2.196627293,0.1964535713,3.978744984,5.07448101,4.449266148,0.1539433748,9.600169182,5.015900135,4.03315794,0.1836035252
ic_mismatch,counseled,7,The waiter counseled the waitress because she,-67,0,f,4.237806797,2.171711206,3.135421691,0.3224855363,5.644241333,3.027507067,5.548963737,0.2609416246,11.56278419,5.116843224,5.05692399,0.1615523845
ic_mismatch,counseled,7,The waitress counseled the waiter because he,-67,0,m,2.488417387,2.202829123,2.165537324,0.3273599148,4.132752895,3.513044834,4.34148881,0.2470855564,9.567360878,5.147129059,4.019608469,0.211169526
ic_mismatch,counseled,7,The waitress counseled the waiter because she,-67,1,f,4.3234725,2.391269922,3.007689223,0.1696735919,5.878880024,5.459023952,5.338607826,0.1104920059,11.40482044,4.571938038,4.868727379,0.109568879
ic_mismatch,courted,7,The waiter courted the waitress because he,33,1,m,2.609914064,1.55016768,2.302986536,0.1682268083,4.035692215,4.394342899,4.072179337,0.1512784362,9.718148232,4.048034668,4.103961115,0.197756052
ic_mismatch,courted,7,The waiter courted the waitress because she,33,0,f,3.528457403,1.80471158,3.05545794,0.3970187008,5.58220911,3.871385813,5.046418056,0.2335557193,11.64397717,4.688001633,4.95880022,0.2269605696
ic_mismatch,courted,7,The waitress courted the waiter because he,33,0,m,2.910496712,1.768612623,2.296646347,0.4060581625,4.361503124,3.953199387,4.073082008,0.2339370996,9.719987869,4.581746578,4.166722031,0.2398259789
ic_mismatch,courted,7,The waitress courted the waiter because she,33,1,f,4.10218811,1.450281024,3.061767788,0.1398521811,5.519990444,4.216487408,5.007419958,0.1251282096,11.4791832,3.817725182,4.893629732,0.1182829589
ic_mismatch,criticized,7,The waiter criticized the waitress because he,-45,1,m,2.087763548,3.216511488,2.336676164,0.1367700398,4.145244598,4.773990154,4.38956151,0.213374868,9.540789604,4.125759125,3.928106918,0.1940816194
ic_mismatch,criticized,7,The waiter criticized the waitress because she,-45,0,f,2.803071022,0.687377274,3.338372374,0.6331605315,6.906219482,2.859134674,5.562650852,0.2694835067,11.49977398,4.431705475,5.130553455,0.1598972231
ic_mismatch,criticized,7,The waitress criticized the waiter because he,-45,0,m,2.127346754,0.7314788699,2.33370647,0.548353374,4.283123493,3.492682219,4.377674122,0.3042765558,9.450543404,4.527886868,3.959515495,0.2216699272
ic_mismatch,criticized,7,The waitress criticized the waiter because she,-45,1,f,3.613666058,3.546818256,3.240049562,0.1586415768,6.580584526,4.737027645,5.415298357,0.1285562664,11.30338192,4.132818222,4.983815536,0.1017958447
ic_mismatch,dated,7,The waiter dated the waitress because he,15,1,m,2.895136118,1.763664246,2.729427414,0.1422270685,4.87728548,4.147045135,4.898463221,0.1907521933,9.576983452,4.497232914,4.492653494,0.1878656298
ic_mismatch,dated,7,The waiter dated the waitress because she,15,0,f,4.058356285,1.538185239,3.425648308,0.5153656006,6.838835239,3.475355148,5.809307594,0.1938590556,11.51506519,4.69020462,5.271005535,0.2068558782
ic_mismatch,dated,7,The waitress dated the waiter because he,15,0,m,3.043115377,1.646171212,2.742107573,0.4210250378,5.639348984,3.799020052,5.006128941,0.2224782556,9.610613823,4.902670383,4.558873749,0.2371283472
ic_mismatch,dated,7,The waitress dated the waiter because she,15,1,f,4.376196861,1.526764274,3.303342896,0.1522204429,7.350832462,3.523574114,5.727472763,0.1408002675,11.31449509,3.993686914,5.10283493,0.1231868118
ic_mismatch,debated with,7,The waiter debated with the waitress because he,27,1,m,2.889536858,2.113875628,2.269387488,0.1607989222,5.221386909,4.635351181,4.283290949,0.1414067,9.912760735,4.138014793,3.905505257,0.1518522352
ic_mismatch,debated with,7,The waiter debated with the waitress because she,27,0,f,3.926680326,2.691360235,3.366673956,0.2493456453,7.057762623,4.180810452,5.585602245,0.1149842069,11.92731285,5.228117943,5.198971643,0.1173980534
ic_mismatch,debated with,7,The waitress debated with the waiter because he,27,0,m,3.09815526,2.729483604,2.333482189,0.23115547,5.723028183,4.820498466,4.333484621,0.1387524158,9.853601456,5.250324249,3.974596224,0.163132593
ic_mismatch,debated with,7,The waitress debated with the waiter because she,27,1,f,4.195108891,1.749267697,3.173433237,0.1075573713,6.928444862,4.064497471,5.364771709,0.09320412576,11.69171333,3.84187007,4.945674286,0.07559013367
ic_mismatch,deceived,7,The waiter deceived the waitress because he,63,1,m,2.646683216,1.309085608,2.181734548,0.3257057071,4.438299656,4.347326756,4.061394596,0.2058660388,9.68060112,4.168317318,4.115125313,0.2685335279
ic_mismatch,deceived,7,The waiter deceived the waitress because she,63,0,f,3.904566288,2.640188694,3.102982097,0.2592553198,5.363189697,3.350166321,5.148688612,0.2279001027,11.63178253,5.28970623,5.121042347,0.1667817384
ic_mismatch,deceived,7,The waitress deceived the waiter because he,63,0,m,2.61366415,2.43620038,2.10797946,0.3200136125,4.490367413,3.618618727,3.988128557,0.2422315925,9.618145943,4.778848171,4.119527788,0.2041794211
ic_mismatch,deceived,7,The waitress deceived the waiter because she,63,1,f,4.2491436,1.07299304,3.017553864,0.2518582344,6.648058414,4.613781929,5.026500578,0.142135635,11.43106556,3.800762177,5.007172003,0.131768316
ic_mismatch,decried,7,The waiter decried the waitress because he,-11,1,m,2.709159851,3.166129351,2.461556168,0.1255480498,4.160399437,4.933940887,4.503726311,0.1979788095,9.493442535,4.235506058,3.896346912,0.1810319722
ic_mismatch,decried,7,The waiter decried the waitress because she,-11,0,f,2.453081846,0.7189304233,3.413526669,0.6318388581,6.776069641,4.030738354,5.673693237,0.2845036387,11.47485828,4.817126751,5.072971849,0.2853301167
ic_mismatch,decried,7,The waitress decried the waiter because he,-11,0,m,2.145055294,0.7759740949,2.46302774,0.5496146083,4.315696716,4.272176743,4.49744257,0.2853242457,9.389460564,4.737689495,3.917977839,0.2696145475
ic_mismatch,decried,7,The waitress decried the waiter because she,-11,1,f,2.99524951,3.413557768,3.314692173,0.1549673826,6.328558445,4.779584408,5.540098972,0.1317991018,11.24070549,4.125247955,4.906993637,0.1015211642
ic_mismatch,defied,7,The waiter defied the waitress because he,27,1,m,2.511248827,1.574903607,2.27701931,0.2767291069,4.781408787,4.032528877,3.986335373,0.2061566263,9.731002808,3.25962019,4.075918837,0.2302569747
ic_mismatch,defied,7,The waiter defied the waitress because she,27,0,f,3.732013226,1.874809742,3.223513198,0.2772312462,7.087369442,4.054321766,5.168699551,0.1373693496,11.72487831,4.715769768,5.140947437,0.1451179683
ic_mismatch,defied,7,The waitress defied the waiter because he,27,0,m,2.956491709,2.088459969,2.287746325,0.2716296315,5.079969883,3.96330452,3.991520681,0.1683099717,9.679314613,4.434807301,4.122721176,0.2030527741
ic_mismatch,defied,7,The waitress defied the waiter because she,27,1,f,3.997300625,1.178949594,3.150087805,0.2190997452,6.368168831,3.903565884,5.036872845,0.1511069387,11.44124889,3.031189442,5.015450535,0.1256862432
ic_mismatch,delighted,7,The waiter delighted the waitress because he,85,1,m,3.156563997,1.736176848,2.217430682,0.185171932,3.978688955,4.765750408,4.065704594,0.1435399652,9.571738243,4.274731159,4.038515434,0.1911678761
ic_mismatch,delighted,7,The waiter delighted the waitress because she,85,0,f,4.528267384,2.097023964,3.18073174,0.2858540118,6.004803181,3.729819775,5.238915997,0.1729455143,11.55230331,4.387041569,5.110638399,0.1426045597
ic_mismatch,delighted,7,The waitress delighted the waiter because he,85,0,m,3.418902159,1.904532313,2.194962492,0.2990216017,4.497099876,3.863636255,4.029608784,0.1868008971,9.552856445,4.537730217,4.076308699,0.2079385668
ic_mismatch,delighted,7,The waitress delighted the waiter because she,85,1,f,4.430065155,1.877305388,2.991677155,0.1490059048,6.107490063,4.768722057,5.001832256,0.1039037406,11.34103584,4.189136505,4.883389149,0.1071855128
ic_mismatch,denounced,7,The waiter denounced the waitress because he,-36,1,m,2.901796579,3.046901703,2.367512403,0.1449182481,4.280898094,4.831395626,4.36880002,0.1870160848,9.566105843,4.321829319,3.965168896,0.2263584286
ic_mismatch,denounced,7,The waiter denounced the waitress because she,-36,0,f,2.355679035,0.742249012,3.341967144,0.5432939529,6.891939163,3.317240715,5.560694656,0.2476648688,11.50712299,4.492249012,5.115803108,0.1819708645
ic_mismatch,denounced,7,The waitress denounced the waiter because he,-36,0,m,2.288224936,0.7674997449,2.355964065,0.5224456787,4.627524376,3.847807169,4.35195344,0.284571439,9.496835709,4.650578976,3.999737329,0.260542959
ic_mismatch,denounced,7,The waitress denounced the waiter because she,-36,1,f,3.724920034,3.395199299,3.235075665,0.1403146833,6.645051956,5.242614746,5.409488125,0.1176747382,11.30340099,4.510548115,4.96268692,0.1054277048
ic_mismatch,deplored,7,The waiter deplored the waitress because he,-34,1,m,2.538142204,3.3804245,2.322144933,0.06209666654,4.313267231,4.616370678,4.176842623,0.1898807287,9.396612167,4.136613846,3.863408499,0.1696638018
ic_mismatch,deplored,7,The waiter deplored the waitress because she,-34,0,f,2.757426977,0.7756552696,3.329882531,0.7348807454,6.545038223,3.481664896,5.421991835,0.2239839584,11.40933323,4.595383644,5.064810925,0.3091095388
ic_mismatch,deplored,7,The waitress deplored the waiter because he,-34,0,m,2.341398716,0.7850003242,2.341451445,0.6474152207,4.484941483,3.776015759,4.168160954,0.2400557548,9.347074509,4.674434185,3.914711552,0.2711107731
ic_mismatch,deplored,7,The waitress deplored the waiter because she,-34,1,f,3.615640163,3.734758615,3.153578348,0.09331526607,6.207602501,4.789551258,5.205019855,0.1281237751,11.18876743,3.987210751,4.865507317,0.09323780239
ic_mismatch,deprecated,7,The waiter deprecated the waitress because he,-12,1,m,2.784785509,2.484819174,2.370659881,0.1305899769,4.516622066,5.141087055,4.154545898,0.1627052426,9.466542244,4.48566246,4.099434137,0.1839013845
ic_mismatch,deprecated,7,The waiter deprecated the waitress because she,-12,0,f,2.752443314,1.097877979,3.303784647,0.5395569801,6.462233067,3.949507236,5.338246498,0.2518584132,11.46613789,4.39263773,5.217887859,0.2480886579
ic_mismatch,deprecated,7,The waitress deprecated the waiter because he,-12,0,m,2.62468648,0.8771438599,2.403481317,0.5073806643,4.855269909,4.211532116,4.18567955,0.2399372607,9.451855659,4.759761333,4.151298075,0.2351269424
ic_mismatch,deprecated,7,The waitress deprecated the waiter because she,-12,1,f,3.718574524,3.336096764,3.178677988,0.1373427659,6.417641163,5.361032009,5.177449846,0.1285792887,11.17965508,4.663698673,5.029126444,0.111619696
ic_mismatch,derided,7,The waiter derided the waitress because he,-24,1,m,2.625374079,3.507423401,2.368300233,0.1113326028,4.497909546,5.249529362,4.441093264,0.1828707755,9.526556969,4.502775669,3.882264996,0.1939142495
ic_mismatch,derided,7,The waiter derided the waitress because she,-24,0,f,3.579802513,0.6537166238,3.370710249,0.5980762839,6.913911819,3.085943937,5.633919945,0.2533614635,11.47738171,4.524887085,5.100666447,0.2132942826
ic_mismatch,derided,7,The waitress derided the waiter because he,-24,0,m,2.437622547,0.7360578179,2.385336819,0.5657988191,4.581140518,3.918211222,4.463628464,0.2628238201,9.467041016,4.821979046,3.938771296,0.2476708591
ic_mismatch,derided,7,The waitress derided the waiter because she,-24,1,f,4.422446728,3.647937298,3.232249107,0.1256650388,6.787294388,5.09298563,5.474351063,0.1249092445,11.26426506,4.62582922,4.930294056,0.105154708
ic_mismatch,deserted,7,The waiter deserted the waitress because he,36,1,m,3.252125263,1.664530516,2.290656958,0.1371688396,4.863872528,5.173527241,3.938431435,0.0673674643,9.553294182,4.550956249,4.223953714,0.1596320421
ic_mismatch,deserted,7,The waiter deserted the waitress because she,36,0,f,3.323099136,1.555625558,3.20254261,0.2123503834,6.375270367,3.491932392,5.076107502,0.05353625491,11.45959568,4.49590683,5.250838165,0.1049133316
ic_mismatch,deserted,7,The waitress deserted the waiter because he,36,0,m,3.811732054,1.444147587,2.364940233,0.2633845508,6.199657917,4.256766796,3.973353148,0.09713739157,9.614370346,4.799660683,4.290472374,0.1787620783
ic_mismatch,deserted,7,The waitress deserted the waiter because she,36,1,f,3.518491983,1.778286576,3.07790906,0.09791958332,4.315279484,5.134183884,4.881610689,0.05313722789,11.30958271,4.414663315,5.037023315,0.0944974795
ic_mismatch,despised,7,The waiter despised the waitress because he,-87,1,m,3.356298447,2.692590714,2.220270648,0.1310832053,4.470282555,3.478639364,3.989243135,0.1689832211,9.522875786,3.694244385,3.95061368,0.2189181
ic_mismatch,despised,7,The waiter despised the waitress because she,-87,0,f,3.53427434,0.8090628982,3.114312019,0.6973721385,6.949904442,3.160500288,5.134727163,0.2459753901,11.45985222,4.079562664,4.997415466,0.2069324255
ic_mismatch,despised,7,The waitress despised the waiter because he,-87,0,m,3.358008146,0.7339984775,2.224377017,0.6225330234,4.186574936,3.661575079,3.979234276,0.2437102795,9.497310638,4.242331028,3.986002169,0.256615907
ic_mismatch,despised,7,The waitress despised the waiter because she,-87,1,f,4.806748867,3.553471088,3.068127556,0.171463728,6.241339207,3.443034649,5.025813627,0.1398735195,11.22175694,3.416079521,4.882347288,0.1119468808
ic_mismatch,detested,7,The waiter detested the waitress because he,-78,1,m,2.918921232,2.727898359,2.173126216,0.1112570241,3.720459461,3.829071999,3.921584692,0.1936332583,9.452011108,3.663198709,3.95348464,0.1832404137
ic_mismatch,detested,7,The waiter detested the waitress because she,-78,0,f,3.030562639,0.9311928749,3.15233984,0.7465743423,6.310032368,3.659542561,5.154332304,0.268181473,11.42385292,4.133634567,5.086876945,0.2867927551
ic_mismatch,detested,7,The waitress detested the waiter because he,-78,0,m,2.795204878,0.7747212052,2.198113208,0.6838875413,4.122930527,3.781817913,3.922926626,0.2897430956,9.450758934,4.191434383,3.98662776,0.2715962529
ic_mismatch,detested,7,The waitress detested the waiter because she,-78,1,f,4.049831867,3.523870945,2.981487298,0.1229163408,5.984914303,3.596624374,4.931657104,0.1424749643,11.14126682,3.470504045,4.857261124,0.1122806519
ic_mismatch,disappointed,7,The waiter disappointed the waitress because he,73,1,m,2.64256978,1.751543522,2.207738152,0.213025853,4.283866882,4.631494045,4.053851204,0.1448062956,9.514726639,4.079278469,4.059288645,0.2108138949
ic_mismatch,disappointed,7,The waiter disappointed the waitress because she,73,0,f,3.690926552,2.324256897,3.247368908,0.233596161,5.564083099,3.322110415,5.279799242,0.1636031121,11.48538017,4.712542057,5.199651299,0.1513624638
ic_mismatch,disappointed,7,The waitress disappointed the waiter because he,73,0,m,2.585073233,1.799191236,2.164531446,0.2766795158,4.505464077,3.353988647,3.996146965,0.1762554348,9.48137188,4.499969482,4.076353416,0.219599694
ic_mismatch,disappointed,7,The waitress disappointed the waiter because she,73,1,f,4.313343525,1.893451452,3.027249155,0.1645766199,6.588040829,4.631100178,5.003949871,0.1041173339,11.29274845,3.936874866,4.929885597,0.1090156361
ic_mismatch,discouraged,7,The waiter discouraged the waitress because he,36,1,m,2.891333818,2.5844872,2.37015429,0.1708062887,4.750698566,5.297584534,4.096420498,0.1546813101,9.486352921,4.262774467,4.16922637,0.2182991356
ic_mismatch,discouraged,7,The waiter discouraged the waitress because she,36,0,f,3.649393559,1.599462867,3.298016286,0.3978264332,6.57848978,2.68588376,5.250200272,0.2293655127,11.53916359,4.215436459,5.23520298,0.1656772643
ic_mismatch,discouraged,7,The waitress discouraged the waiter because he,36,0,m,2.983383656,1.691351891,2.345017133,0.4348207116,4.65351963,3.370132446,4.065345278,0.2501105368,9.458067894,4.571736813,4.184851313,0.2385958731
ic_mismatch,discouraged,7,The waitress discouraged the waiter because she,36,1,f,4.160591125,2.738588572,3.182133389,0.1310324669,6.438700676,5.031095505,5.100063562,0.1017029136,11.24507141,4.223026276,5.070530338,0.1075082049
ic_mismatch,disgruntled,7,The waiter disgruntled the waitress because he,58,1,m,2.916561604,2.691581964,2.579662924,0.2070821524,4.562650204,5.489553928,5.141204872,0.1624674052,9.531051636,5.513263702,4.352473516,0.224169299
ic_mismatch,disgruntled,7,The waiter disgruntled the waitress because she,58,0,f,4.300336838,1.816488862,3.365768299,0.2499372214,6.671833992,5.304182053,6.138995075,0.158406198,11.49120617,5.872285843,5.264165468,0.1995422691
ic_mismatch,disgruntled,7,The waitress disgruntled the waiter because he,58,0,m,2.986884356,1.752654076,2.587306929,0.2919505537,5.114494324,4.727154255,5.304605446,0.1985456496,9.510649681,5.591992378,4.401404009,0.2380041629
ic_mismatch,disgruntled,7,The waitress disgruntled the waiter because she,58,1,f,4.687917709,1.85959971,3.273302402,0.1615675688,5.21417141,5.173946857,6.171966,0.1261717677,11.27381992,5.167898655,5.133957529,0.1211271361
ic_mismatch,disliked,7,The waiter disliked the waitress because he,-87,1,m,2.979562759,3.114443779,2.216101003,0.08409172297,3.596109867,3.872030497,3.889427462,0.1981478781,9.463348389,4.049640179,3.816025753,0.2191231698
ic_mismatch,disliked,7,The waiter disliked the waitress because she,-87,0,f,2.605662823,0.7014323473,3.156717663,0.8091415763,6.089141846,3.605069399,5.132487822,0.2761035264,11.4208231,4.528147221,4.981702576,0.2168971002
ic_mismatch,disliked,7,The waitress disliked the waiter because he,-87,0,m,2.803962231,0.6127303839,2.242773228,0.7593412995,3.98810339,3.782519579,3.917462387,0.3104941845,9.418829918,4.499193668,3.884404402,0.2754694521
ic_mismatch,disliked,7,The waitress disliked the waiter because she,-87,1,f,3.822720051,3.88056469,3.06628665,0.08731487393,5.617613792,3.997145891,4.989056253,0.1352315396,11.12784767,3.781460762,4.840480137,0.1096807644
ic_mismatch,disobeyed,7,The waiter disobeyed the waitress because he,55,1,m,1.90200305,1.802853703,2.125882473,0.2102259099,4.561105728,3.580321789,3.907979727,0.1557409614,9.529738426,3.728887796,4.126316605,0.2121477127
