exp,item,sent,hasIC,num,isHIGH,model,lstm_surp
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_13,3.026850939
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_14,3.199104786
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_15,4.167088509
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_16,3.007168293
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_17,3.274744987
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_18,3.219151497
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_19,5.214316845
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_2,2.545408487
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_20,2.973377705
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_21,3.094983339
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_22,3.560762882
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_23,3.388673067
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_24,3.012603998
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_25,3.529448509
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_3,3.243061304
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_4,3.430254936
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_5,3.110138416
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_6,3.62574029
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_7,3.710113049
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_8,3.479034662
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,LSTM_9,3.498695612
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_1,3.692818403
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_10,3.805779219
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_11,3.548244953
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_12,3.095192194
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_13,3.33741641
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_14,3.048569679
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_15,3.747318983
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_16,2.670789957
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_17,4.132034302
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_18,3.069666147
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_19,3.347004652
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_2,3.678779364
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_20,2.771571159
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_21,3.264435768
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_22,4.639569283
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_23,3.38161993
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_24,3.613203526
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_25,3.015470505
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_3,4.253303528
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_4,3.87137413
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_5,3.603140831
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_6,4.569976807
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_7,3.335999727
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_8,3.09100008
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,LSTM_9,3.904944181
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_1,7.053534031
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_10,4.561416149
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_11,5.01680851
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_12,5.898369789
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_13,5.562505245
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_14,5.414413452
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_15,4.753777981
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_16,4.614498615
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_17,4.453197479
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_18,4.954344749
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_19,5.782688141
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_2,6.885115623
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_20,5.37822628
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_21,4.919531822
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_22,5.501996994
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_23,6.008633614
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_24,6.317064285
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_25,5.11239624
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_3,3.968735933
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_4,3.321516275
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_5,6.537211895
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_6,5.87713623
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_7,4.893306732
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_8,6.120332718
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,LSTM_9,7.112705708
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_1,5.699632168
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_10,6.194779873
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_11,5.232077599
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_12,5.983214378
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_13,7.001693249
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_14,5.789525032
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_15,3.734699965
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_16,4.794035435
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_17,4.268858433
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_18,5.063611984
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_19,6.752049923
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_2,5.972070217
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_20,6.053603172
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_21,4.725016117
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_22,4.818209648
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_23,5.977800369
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_24,6.858283043
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_25,7.477454662
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_3,3.691629648
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_4,3.77958703
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_5,6.021120548
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_6,4.962521076
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_7,6.15546608
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_8,6.476378441
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,LSTM_9,4.739030361
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_1,2.69926095
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_10,3.325949669
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_11,3.135438442
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_12,4.651076317
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_13,3.24785471
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_14,3.320045233
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_15,3.713739395
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_16,2.611388683
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_17,3.068902016
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_18,2.863644361
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_19,4.087966919
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_2,2.990063906
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_20,2.477829456
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_21,3.069923639
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_22,2.935489655
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_23,3.005237579
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_24,2.886844635
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_25,3.467913151
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_3,3.073121548
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_4,3.205979586
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_5,3.262217283
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_6,3.559242964
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_7,3.257772207
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_8,3.54162693
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,LSTM_9,3.541947842
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_1,3.258234024
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_10,3.684543371
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_11,4.096562862
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_12,3.10326457
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_13,3.37654233
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_14,3.427053213
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_15,3.74875021
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_16,3.088267326
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_17,4.311043739
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_18,3.245547533
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_19,3.183991432
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_2,3.921239138
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_20,3.016354799
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_21,3.871438742
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_22,4.984589577
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_23,3.742785215
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_24,3.342899323
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_25,3.665848732
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_3,4.486633778
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_4,4.294506073
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_5,3.48445487
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_6,4.707453251
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_7,4.111507416
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_8,3.122299671
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,LSTM_9,4.266400337
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_1,7.224315643
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_10,5.156662464
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_11,5.280257702
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_12,4.643105984
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_13,7.110888004
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_14,5.669870377
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_15,4.879311085
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_16,5.771359444
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_17,4.862236977
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_18,4.816681862
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_19,5.522990227
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_2,6.658301353
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_20,5.975672245
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_21,5.46026516
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_22,6.198919296
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_23,5.771263123
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_24,6.405639648
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_25,5.030297279
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_3,4.31848526
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_4,4.048386097
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_5,5.797167301
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_6,5.772875786
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_7,6.069512844
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_8,5.893397808
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,LSTM_9,7.052891731
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_1,5.986171246
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_10,5.964801311
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_11,6.988308907
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_12,7.428166866
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_13,8.417175293
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_14,6.844992638
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_15,6.886876583
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_16,5.308811188
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_17,5.121724606
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_18,5.962427139
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_19,5.538735867
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_2,4.489358425
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_20,6.334255219
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_21,5.757565975
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_22,6.28352356
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_23,6.027002811
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_24,6.972940445
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_25,5.845486641
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_3,4.49723196
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_4,5.434616089
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_5,6.110797405
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_6,5.732328415
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_7,7.092928886
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_8,6.505236149
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,LSTM_9,6.428644657
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_1,2.622942209
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_10,3.512041569
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_11,3.996781826
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_12,3.767336369
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_13,3.283522367
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_14,3.743870735
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_15,3.988086224
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_16,3.252614975
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_17,2.460024834
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_18,2.620474815
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_19,5.576449394
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_2,2.579302311
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_20,3.320572853
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_21,3.635997772
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_22,3.377076864
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_23,3.64039588
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_24,2.589651346
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_25,3.618723869
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_3,3.088331223
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_4,3.211880207
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_5,3.039810896
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_6,3.709915638
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_7,3.409514666
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_8,3.111191511
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,LSTM_9,3.276700497
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_1,2.717314959
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_10,3.275515556
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_11,1.842998743
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_12,2.50758338
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_13,2.721290112
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_14,2.850372553
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_15,3.590329647
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_16,2.599931717
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_17,3.179195642
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_18,2.615515471
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_19,3.508329153
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_2,3.434746981
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_20,2.528923273
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_21,2.832786322
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_22,3.653191805
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_23,2.882483959
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_24,3.169874668
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_25,3.377945662
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_3,3.501431942
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_4,3.326862812
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_5,3.171451569
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_6,2.892698288
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_7,3.310941458
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_8,3.190210104
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,LSTM_9,3.327278852
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_1,7.057827473
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_10,4.337537766
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_11,5.376985073
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_12,5.895866394
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_13,6.261868477
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_14,5.038432121
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_15,4.949898243
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_16,3.618921518
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_17,5.438580036
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_18,6.01465559
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_19,5.150145531
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_2,5.83117485
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_20,4.220350266
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_21,3.748021603
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_22,5.228374958
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_23,3.888821363
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_24,6.155817509
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_25,5.266609192
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_3,3.602329731
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_4,3.85371685
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_5,6.397131443
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_6,4.587874413
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_7,4.961206913
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_8,6.184247971
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,LSTM_9,6.593790054
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_1,5.534049034
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_10,5.871992588
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_11,6.390230179
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_12,7.349488735
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_13,8.09568119
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_14,5.535432816
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_15,6.460233688
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_16,4.679387093
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_17,5.375748634
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_18,6.218450546
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_19,5.663100243
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_2,5.11766243
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_20,6.214970112
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_21,5.904100418
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_22,6.406575203
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_23,6.62196064
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_24,8.062804222
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_25,4.785199642
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_3,3.614974976
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_4,4.840226173
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_5,5.82308197
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_6,7.317079067
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_7,5.545288563
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_8,6.800042629
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,LSTM_9,6.411887646
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_1,2.44595933
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_10,3.312757969
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_11,3.150148392
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_12,3.644264698
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_13,3.351013899
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_14,3.396606684
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_15,2.617367029
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_16,2.996501923
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_17,2.471299887
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_18,2.959708452
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_19,4.601210117
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_2,2.681039333
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_20,2.796209812
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_21,3.613066435
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_22,3.15794754
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_23,3.604448557
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_24,2.552529573
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_25,3.273313522
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_3,2.467703342
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_4,3.004783392
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_5,2.547996998
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_6,3.733036041
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_7,3.121524572
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_8,3.449098349
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,LSTM_9,2.961225986
reading,13,The woman waited with the niece of the clerks who were,0,pl,0,LSTM_1,2.909411907
reading,13,The woman waited with the niece of the clerks who were,0,pl,0,LSTM_10,3.384215832
reading,13,The woman waited with the niece of the clerks who were,0,pl,0,LSTM_11,2.579614639
reading,13,The woman waited with the niece of the clerks who were,0,pl,0,LSTM_12,2.439315319
reading,13,The woman waited with the niece of the clerks who were,0,pl,0,LSTM_13,2.894901752
reading,13,The woman waited with the niece of the clerks who were,0,pl,0,LSTM_14,2.989943981
